1.000,4.189
4.000,4.190
7.000,4.323
10.000,4.115
17.000,4.076
20.000,4.083
27.000,4.171
36.000,4.199
43.000,4.125
46.000,4.220
53.000,4.237
54.000,4.025
55.000,4.120
64.000,4.148
65.000,4.347
67.000,4.297
69.000,4.154
74.000,4.047
75.000,4.006
76.000,4.172
81.000,4.419
82.000,4.017
86.000,4.312
88.000,4.147
91.000,4.705
97.000,4.474
101.000,4.679
103.000,4.052
105.000,4.295
106.000,4.021
109.000,4.000
112.000,4.183
121.000,4.417
124.000,4.174
125.000,4.099
126.000,4.000
128.000,4.364
129.000,4.025
130.000,4.311
138.000,4.492
150.000,4.022
152.000,4.125
153.000,4.077
156.000,4.236
158.000,4.000
161.000,4.471
162.000,4.121
164.000,4.385
171.000,4.000
177.000,4.114
183.000,4.099
184.000,4.083
186.000,4.254
187.000,4.084
189.000,4.000
196.000,4.062
205.000,4.059
210.000,4.027
213.000,4.227
215.000,4.559
220.000,4.216
222.000,4.088
228.000,4.000
230.000,4.095
231.000,4.227
233.000,4.585
234.000,4.310
235.000,4.086
239.000,4.141
244.000,4.106
246.000,4.000
248.000,4.206
252.000,4.017
255.000,4.016
257.000,4.453
259.000,4.036
265.000,4.194
266.000,4.520
270.000,4.198
274.000,4.243
275.000,4.247
283.000,4.963
285.000,4.165
288.000,4.589
291.000,4.137
297.000,4.000
299.000,4.163
300.000,4.181
307.000,4.593
309.000,4.041
311.000,4.150
313.000,4.038
316.000,4.117
320.000,4.238
322.000,4.450
325.000,4.047
330.000,4.013
332.000,4.284
336.000,4.308
339.000,4.024
341.000,4.200
343.000,4.047
345.000,4.400
346.000,4.307
356.000,4.381
366.000,4.069
367.000,4.250
372.000,4.554
374.000,4.404
375.000,4.078
376.000,4.111
379.000,4.234
381.000,4.114
382.000,4.018
399.000,4.156
404.000,4.140
408.000,4.353
412.000,4.401
413.000,4.404
417.000,4.045
420.000,4.359
421.000,4.250
427.000,4.111
434.000,4.023
437.000,4.308
444.000,4.000
446.000,4.843
447.000,4.838
450.000,4.196
451.000,4.512
452.000,4.432
455.000,4.200
466.000,4.141
469.000,4.327
472.000,4.022
473.000,4.163
485.000,4.044
486.000,4.051
494.000,4.157
496.000,4.294
502.000,4.083
503.000,4.448
505.000,4.217
514.000,4.203
518.000,4.348
521.000,4.293
523.000,4.060
525.000,4.025
527.000,4.080
529.000,4.197
530.000,4.000
537.000,4.306
538.000,4.458
543.000,4.079
553.000,4.156
564.000,4.000
567.000,4.583
568.000,4.440
574.000,4.095
577.000,4.487
582.000,4.282
583.000,4.040
584.000,4.289
586.000,4.486
588.000,4.057
589.000,4.000
590.000,4.139
592.000,4.391
594.000,4.296
597.000,4.474
605.000,4.049
606.000,4.030
607.000,4.160
609.000,4.346
615.000,4.128
617.000,4.087
623.000,4.227
625.000,4.000
626.000,4.056
630.000,4.254
634.000,4.015
635.000,4.311
636.000,4.058
638.000,4.175
640.000,4.333
641.000,4.008
642.000,4.111
645.000,4.477
653.000,4.143
657.000,4.017
661.000,4.648
664.000,4.025
671.000,4.259
674.000,4.278
681.000,4.237
682.000,4.733
690.000,4.311
691.000,4.175
703.000,4.100
711.000,4.000
714.000,4.164
716.000,4.199
725.000,4.198
733.000,4.060
739.000,4.354
740.000,4.243
750.000,4.321
755.000,4.111
758.000,4.000
760.000,4.266
761.000,4.550
764.000,4.525
767.000,4.024
768.000,4.438
775.000,4.000
784.000,4.067
786.000,4.063
790.000,4.348
797.000,4.036
806.000,4.167
809.000,4.032
811.000,4.185
814.000,4.056
815.000,4.069
817.000,4.010
829.000,4.232
831.000,4.105
833.000,4.048
834.000,4.160
838.000,4.091
840.000,4.219
848.000,4.179
852.000,4.118
857.000,4.171
858.000,4.189
863.000,4.226
864.000,4.051
875.000,4.083
878.000,4.143
879.000,4.025
882.000,4.089
884.000,4.010
885.000,4.141
894.000,4.443
898.000,4.083
902.000,4.280
914.000,4.279
917.000,4.069
926.000,4.248
928.000,4.325
931.000,4.032
932.000,4.450
942.000,4.040
943.000,4.296
946.000,4.303
951.000,4.524
953.000,4.688
957.000,4.271
962.000,4.039
965.000,4.117
968.000,4.131
969.000,4.115
979.000,4.041
982.000,4.176
983.000,4.115
985.000,4.212
987.000,4.017
989.000,4.682
994.000,4.154
998.000,4.119
1000.000,4.131
1002.000,4.136
1003.000,4.138
1005.000,4.141
1007.000,4.219
1018.000,4.156
1021.000,4.695
1023.000,4.073
1026.000,4.000
1031.000,4.071
1036.000,4.320
1040.000,4.236
1041.000,4.318
1048.000,4.000
1052.000,4.343
1062.000,4.485
1063.000,4.180
1071.000,4.427
1072.000,4.048
1073.000,4.147
1075.000,4.049
1077.000,4.019
1081.000,4.147
1082.000,4.333
1089.000,4.000
1092.000,4.059
1095.000,4.000
1098.000,4.188
1108.000,4.114
1110.000,4.327
1111.000,4.030
1129.000,4.146
1131.000,4.796
1132.000,4.344
1134.000,4.420
1143.000,4.302
1157.000,4.273
1170.000,4.012
1171.000,4.321
1175.000,4.208
1176.000,4.143
1180.000,4.459
1186.000,4.296
1188.000,4.161
1190.000,4.037
1191.000,4.295
1192.000,4.379
1197.000,4.167
1208.000,4.021
1213.000,4.042
1215.000,4.035
1217.000,4.235
1224.000,4.047
1225.000,4.036
1229.000,4.000
1232.000,4.230
1234.000,4.292
1241.000,4.247
1245.000,4.333
1250.000,4.190
1252.000,4.025
1254.000,4.118
1256.000,4.344
1258.000,4.262
1268.000,4.257
1269.000,4.250
1271.000,4.282
1275.000,4.467
1276.000,4.156
1278.000,4.000
1282.000,4.095
1289.000,4.308
1290.000,4.182
1302.000,4.267
1305.000,4.333
1306.000,4.148
1307.000,4.333
1315.000,4.505
1320.000,4.017
1322.000,4.117
1324.000,4.037
1330.000,4.261
1336.000,4.087
1338.000,4.030
1343.000,4.416
1349.000,4.651
1351.000,4.200
1355.000,4.170
1361.000,4.135
1363.000,4.381
1364.000,4.000
1368.000,4.114
1371.000,4.273
1378.000,4.534
1382.000,4.139
1388.000,4.019
1393.000,4.128
1400.000,4.172
1401.000,4.018
1402.000,4.122
1407.000,4.082
1409.000,4.214
1410.000,4.064
1423.000,4.188
1428.000,4.212
1430.000,4.164
1437.000,4.542
